X,Y,DataZone,SUM_Recrea,Rank_1,Quintile,Nearest_gr,Parks_acce,Shape_Leng,Shape_Area,datazone_name
325675.6861,671886,S01008610,5.97,564,5,49,Hermitage of Braid/Blackford Hill & Pond,3089.378045,217452.6476,The Grange - 07
326170.7972,672220.3995,S01008611,5.8,551,5,56,Hermitage of Braid/Blackford Hill & Pond,1976.470005,89066.99983,Marchmont East and Sciennes - 01
326091.2359,672463,S01008612,5.8,551,5,68,Hermitage of Braid/Blackford Hill & Pond,1065.985906,43115.17064,Marchmont East and Sciennes - 02
325858.0644,672254.5,S01008613,3.66,460,4,72,Hermitage of Braid/Blackford Hill & Pond,1921.348748,116666.7009,Marchmont East and Sciennes - 03
325557.4978,672467.0005,S01008614,3.66,460,4,79,Hermitage of Braid/Blackford Hill & Pond,916.3051685,34327.41046,Marchmont East and Sciennes - 04
325677.4254,672252.5,S01008615,3.66,460,4,79,Hermitage of Braid/Blackford Hill & Pond,1851.998534,56185.35305,Marchmont East and Sciennes - 05
325530.693,672136.0985,S01008616,3.66,460,4,69,Hermitage of Braid/Blackford Hill & Pond,963.2781179,32412.50531,Marchmont East and Sciennes - 06
325328.9903,672046,S01008617,3.66,460,4,33,Hermitage of Braid/Blackford Hill & Pond,935.8710925,35777.95883,Marchmont West - 01
325386.5738,672148.9235,S01008618,3.66,460,4,47,Hermitage of Braid/Blackford Hill & Pond,814.9196552,27307.2835,Marchmont West - 02
325262.029,672223.325,S01008619,3.66,460,4,44,Hermitage of Braid/Blackford Hill & Pond,740.1963384,22274.69363,Marchmont West - 03
325400.9578,672305.777,S01008620,3.66,460,4,56,Hermitage of Braid/Blackford Hill & Pond,840.0009958,28806.05843,Marchmont West - 04
325243.7805,672384.381,S01008621,3.66,460,4,72,Hermitage of Braid/Blackford Hill & Pond,1037.718868,24968.01234,Marchmont West - 05
325087.5618,672355.518,S01008622,3.66,460,4,45,Hermitage of Braid/Blackford Hill & Pond,753.7856129,18128.69936,Marchmont West - 06
325071.0169,672080.646,S01008623,3.66,460,4,44,Hermitage of Braid/Blackford Hill & Pond,2405.648789,149907.5601,Marchmont West - 07
325362.6339,671440.499,S01008624,5.97,564,5,29,Hermitage of Braid/Blackford Hill & Pond,4422.934011,444288.8333,Morningside - 01
325088.7407,670726.5,S01008625,2.31,381,3,16,"Hermitage of Braid/Blackford Hill & Pond,Braidburn Valley Park",2697.502752,243698.1153,Morningside - 02
324666.4686,670513.0005,S01008626,5.09,532,5,12,"Hermitage of Braid/Blackford Hill & Pond,Braidburn Valley Park",2203.334056,146350.0869,Morningside - 03
324698.4615,670840,S01008627,2.31,381,3,12,"Hermitage of Braid/Blackford Hill & Pond,Braidburn Valley Park",2324.656214,173225.163,Morningside - 04
324861.2199,671300,S01008628,2.31,381,3,3,Hermitage of Braid/Blackford Hill & Pond,2666.038689,116404.4977,Morningside - 05
324716.136,671421.5,S01008629,0,1,1,0,,1475.765507,52591.43669,Morningside - 06
324521.2677,671306,S01008630,0,1,1,0,,1378.844912,50690.89373,Morningside - 07
324506.4596,671148.5,S01008631,0,1,1,2,Hermitage of Braid/Blackford Hill & Pond,1153.55814,41594.37911,Morningside - 08
324038.9225,671150,S01008632,1.99,301,2,5,"Easter Craiglockhart Hill,Hermitage of Braid/Blackford Hill & Pond",3140.240203,260048.3042,Merchiston and Greenhill - 01
324081.64,671530.494,S01008633,1.99,301,2,3,Easter Craiglockhart Hill,4886.523972,419462.1155,Merchiston and Greenhill - 02
324094.5286,672007.6635,S01008634,3.66,460,4,4,The Meadows and Bruntsfield Links,2247.155912,120212.9325,Merchiston and Greenhill - 03
324296.8792,671855,S01008635,3.66,460,4,22,The Meadows and Bruntsfield Links,3126.082507,139942.5548,Merchiston and Greenhill - 04
324387.2171,671634.4875,S01008636,3.66,460,4,4,The Meadows and Bruntsfield Links,3194.907231,132544.157,Merchiston and Greenhill - 05
324810.3961,672005,S01008637,3.66,460,4,33,The Meadows and Bruntsfield Links,3756.762823,196899.0376,Merchiston and Greenhill - 06
324720.443,672593.9095,S01008638,3.66,460,4,33,The Meadows and Bruntsfield Links,1599.567798,59109.54337,Bruntsfield - 01
324518.2904,672484.5,S01008639,3.66,460,4,31,The Meadows and Bruntsfield Links,1882.238615,71779.68537,Bruntsfield - 02
324605.0203,672359.5,S01008640,3.66,460,4,29,The Meadows and Bruntsfield Links,1278.149292,47797.48348,Bruntsfield - 03
324548.8734,672129.9995,S01008641,3.66,460,4,19,The Meadows and Bruntsfield Links,1064.817877,31697.88346,Bruntsfield - 04
324406.1112,672174.7315,S01008642,3.66,460,4,12,The Meadows and Bruntsfield Links,2233.684914,87137.59003,Bruntsfield - 05
324388.6514,672361.5,S01008643,3.66,460,4,10,The Meadows and Bruntsfield Links,923.7563114,38973.2767,Bruntsfield - 06
324080.5731,672417.74,S01008644,3.66,460,4,2,The Meadows and Bruntsfield Links,1952.311897,42971.42718,Bruntsfield - 07
323939.2165,672262.9925,S01008645,0,1,1,0,,1239.30695,26891.59444,Polwarth - 01
323794.612,672152.5,S01008646,0,1,1,0,,1601.412205,51880.84928,Polwarth - 02
323555.4405,672286.2035,S01008647,0,1,1,0,,1108.379589,35721.96447,Polwarth - 03
323653.753,672484.497,S01008648,0,1,1,0,,1749.754916,52385.90951,Polwarth - 04
323759.5182,672371.56,S01008649,0,1,1,0,,1270.704408,36158.88711,Polwarth - 05
323939.0867,672394.1025,S01008650,0,1,1,0,,1298.334243,22670.08183,Polwarth - 06
324255.8426,672738,S01008651,3.66,460,4,21,The Meadows and Bruntsfield Links,3153.946787,167184.1973,Dalry and Fountainbridge - 01
323920.1127,672620.9995,S01008652,0,1,1,0,,1483.427475,38236.87369,Dalry and Fountainbridge - 02
323763.4454,672740.8625,S01008653,0,1,1,0,,1671.497967,76550.12201,Dalry and Fountainbridge - 03
323931.1501,672834.9965,S01008654,0,1,1,0,,1220.370455,34169.25672,Dalry and Fountainbridge - 04
323883.2769,673076.379,S01008655,0,1,1,0,,2347.977655,80919.51338,Dalry and Fountainbridge - 05
324090.4439,672910.5,S01008656,0,1,1,0,,946.7245807,21736.93765,Dalry and Fountainbridge - 06
324199.2109,673006.2265,S01008657,0,1,1,0,,1489.682101,48128.66742,Dalry and Fountainbridge - 07
324400.2917,673009.719,S01008658,6.84,569,5,21,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1366.277368,65701.58131,Dalry and Fountainbridge - 08
324724.9209,673133.1485,S01008659,6.84,569,5,45,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2681.420918,113086.9829,Tollcross - 01
324674.2646,673432.0405,S01008660,6.84,569,5,43,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3151.971832,239545.096,Tollcross - 02
325185.8576,673207.5,S01008661,6.84,569,5,72,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2268.486407,81307.31379,Tollcross - 03
324927.7649,673122.6575,S01008662,6.84,569,5,60,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1244.448125,29640.28285,Tollcross - 04
324964.9791,672981.5,S01008663,6.84,569,5,67,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1762.035582,50560.59918,Tollcross - 05
324923.0628,672751.1525,S01008664,3.66,460,4,46,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1266.083446,27725.81216,Tollcross - 06
324768.0297,672815.5,S01008665,6.84,569,5,49,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2060.811244,91172.67979,Tollcross - 07
325122.1168,672596.19,S01008666,3.66,460,4,75,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2172.49572,139699.533,Meadows and Southside - 01
325444.1448,672782.5,S01008667,8.98,591,5,105,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3633.562528,323484.9909,Meadows and Southside - 02
326399.8758,672321,S01008668,5.8,551,5,54,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",930.3154499,24414.04542,Meadows and Southside - 03
326432.4715,672471.248,S01008669,5.8,551,5,71,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",821.2051036,24366.76827,Meadows and Southside - 04
326324.0768,672577,S01008670,5.8,551,5,94,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",1163.451521,52318.37302,Meadows and Southside - 05
326259.3746,672753.5,S01008671,5.8,551,5,88,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",987.9742523,27465.02435,Meadows and Southside - 06
326285.3635,672879.699,S01008672,5.8,551,5,87,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",847.9686133,31476.53001,Meadows and Southside - 07
325696.556,672961.9195,S01008673,8.98,591,5,122,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3287.696995,295986.5753,Meadows and Southside - 08
325559.9825,673379.5265,S01008674,6.84,569,5,72,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",2215.069578,97716.77188,"Old Town, Princes Street and Leith Street - 01"
325214.9871,673458.8165,S01008675,6.84,569,5,50,"The Meadows and Bruntsfield Links,Princes Street Gardens East & West",3210.63784,200589.1968,"Old Town, Princes Street and Leith Street - 02"
325940.1462,674172,S01008676,5.32,538,5,19,"Princes Street Gardens East & West,Holyrood Park",4133.369517,294763.1553,"Old Town, Princes Street and Leith Street - 03"
325397.0204,673883,S01008677,5.32,538,5,39,"Princes Street Gardens East & West,Holyrood Park",5369.61066,438908.5248,"Old Town, Princes Street and Leith Street - 04"
325835.3004,673393.8255,S01008678,8.98,591,5,80,"Princes Street Gardens East & West,Holyrood Park",2320.590556,117001.4719,"Old Town, Princes Street and Leith Street - 05"
326096.7012,673514.596,S01008679,8.98,591,5,51,"Princes Street Gardens East & West,Holyrood Park",1729.056641,102133.0387,"Old Town, Princes Street and Leith Street - 06"
326061.6011,673118,S01008680,5.8,551,5,70,"Princes Street Gardens East & West,Holyrood Park",1473.321749,51285.74862,"Canongate, Southside and Dumbiedykes - 01"
326270.7435,673116.5525,S01008681,5.8,551,5,71,"Princes Street Gardens East & West,Holyrood Park",1474.390899,59491.07823,"Canongate, Southside and Dumbiedykes - 02"
326437.4261,673009.5,S01008682,7.47,586,5,112,"Princes Street Gardens East & West,Holyrood Park",1969.534071,80402.84811,"Canongate, Southside and Dumbiedykes - 03"
326246.8549,673327.43,S01008683,5.8,551,5,79,"Princes Street Gardens East & West,Holyrood Park",2305.218044,90258.48817,"Canongate, Southside and Dumbiedykes - 04"
327443.0389,673196.5,S01008684,9.15,595,5,196,"Princes Street Gardens East & West,Holyrood Park",7893.077321,2360279.287,"Canongate, Southside and Dumbiedykes - 05"
326478.6954,673792.9995,S01008685,2.14,306,2,51,Holyrood Park,2976.316012,171214.9902,"Canongate, Southside and Dumbiedykes - 06"
327477.8474,674057.5,S01008686,2.14,306,2,82,Holyrood Park,4628.968846,369869.8592,Abbeyhill - 01
327124.4633,674132.903,S01008687,2.14,306,2,43,Holyrood Park,700.036551,27323.17672,Abbeyhill - 02
327350.41,674209.06,S01008688,2.14,306,2,56,Holyrood Park,1354.440192,64447.78797,Abbeyhill - 03
327016.191,674584.84,S01008689,2.14,306,2,14,Holyrood Park,1201.068862,40274.76952,Meadowbank and Abbeyhill North - 01
327292.8774,674562.5,S01008690,2.14,306,2,32,Holyrood Park,1787.290087,120314.7892,Meadowbank and Abbeyhill North - 02
327865.2622,674320.5,S01008691,2.14,306,2,59,Holyrood Park,2505.100539,211060.0962,Meadowbank and Abbeyhill North - 03
327616.5251,674738.8425,S01008692,2.14,306,2,13,Holyrood Park,2156.391109,175657.5552,Meadowbank and Abbeyhill North - 04
328155.2465,674513.5,S01008693,2.14,306,2,15,Holyrood Park,1651.186032,92133.50836,Meadowbank and Abbeyhill North - 05
328039.9517,674060.5,S01008694,3.82,492,4,62,"Holyrood Park,Meadowfield Park",1378.966225,45906.74174,Willowbrae and Duddingston Village - 01
328315.7265,674121.333,S01008695,3.82,492,4,56,"Holyrood Park,Meadowfield Park",2017.247721,68705.89727,Willowbrae and Duddingston Village - 02
328270.9277,673932.785,S01008696,3.82,492,4,53,"Holyrood Park,Meadowfield Park",1255.104143,52763.8185,Willowbrae and Duddingston Village - 03
328468.846,673413.5,S01008697,3.82,492,4,64,"Holyrood Park,Meadowfield Park",4070.156565,413597.3407,Willowbrae and Duddingston Village - 04
328955.4963,673330.5,S01008698,6.02,566,5,32,"Holyrood Park,Meadowfield Park,Figgate Burn Park",2691.257918,118049.6983,Willowbrae and Duddingston Village - 05
328825.303,673071,S01008699,5.49,540,5,19,"Holyrood Park,Meadowfield Park",2000.148835,104951.6837,Willowbrae and Duddingston Village - 06
328865.718,672578.4995,S01008700,9.57,597,5,77,"Holyrood Park,Meadowfield Park",5774.470125,1278636.325,Willowbrae and Duddingston Village - 07
329218.6531,671879.679,S01008701,5.75,549,5,57,"Craigmillar Castle Park inc Hawkhill,Jewel Park,Hunters Hall Park (JKC)",3190.684261,355287.0682,Craigmillar - 01
328558.9683,671876.162,S01008702,5.75,549,5,21,"Craigmillar Castle Park inc Hawkhill,Jewel Park",3178.42059,253821.4454,Craigmillar - 02
328624.0798,671455.7755,S01008703,4.53,513,4,18,Craigmillar Castle Park inc Hawkhill,1358.319294,97936.00192,Craigmillar - 03
329716.9016,670332.5,S01008704,9.53,596,5,105,Craigmillar Castle Park inc Hawkhill,19832.74422,4078015.316,Craigmillar - 04
329124.6657,671551.7705,S01008705,4.53,513,4,16,Craigmillar Castle Park inc Hawkhill,1514.408891,91880.11044,Craigmillar - 05
329806.104,671826,S01008706,2.7,416,3,69,Craigmillar Castle Park inc Hawkhill,1710.265454,93428.79179,Niddrie - 01
329984.8308,671486.2485,S01008707,5.56,541,5,47,"Craigmillar Castle Park inc Hawkhill,Jewel Park,Hunters Hall Park (JKC)",2594.715737,96681.52721,Niddrie - 02
329931.5897,671227.585,S01008708,2.7,416,3,28,"Hunters Hall Park (JKC),Jewel Park",3097.838782,188739.5646,Niddrie - 03
330045.2769,671575.182,S01008709,2.7,416,3,63,"Hunters Hall Park (JKC),Jewel Park",1825.112189,93160.74945,Niddrie - 04
330021.9349,671930.941,S01008710,2.7,416,3,70,"Hunters Hall Park (JKC),Jewel Park",1160.642612,75125.69297,Niddrie - 05
330309.4891,671803,S01008711,2.7,416,3,70,"Hunters Hall Park (JKC),Jewel Park",1983.1799,185328.1794,Niddrie - 06
330115.2261,672341.5,S01008712,2.7,416,3,65,"Hunters Hall Park (JKC),Jewel Park",3510.027236,328087.9215,"Bingham, Magdalene and The Christians - 01"
330655.0594,672587.0005,S01008713,1.22,248,2,40,Jewel Park,1446.115674,69410.98711,"Bingham, Magdalene and The Christians - 02"
330604.1584,672721.032,S01008714,1.22,248,2,43,"Jewel Park,Figgate Burn Park",1941.693366,103943.1074,"Bingham, Magdalene and The Christians - 03"
331070.7447,672661.6025,S01008715,1.22,248,2,11,Jewel Park,2772.563006,264941.7124,"Bingham, Magdalene and The Christians - 04"
331010.0406,673081.5485,S01008716,0,1,1,0,,1267.435447,91629.10811,"Bingham, Magdalene and The Christians - 05"
331036.4361,672308.9915,S01008717,1.22,248,2,44,"Jewel Park,Hunters Hall Park (JKC)",2209.311764,170965.8415,"Jewel, Brunstane and Newcraighall - 01"
330595.9415,672197.642,S01008718,2.7,416,3,62,"Jewel Park,Hunters Hall Park (JKC)",2272.670364,134613.1652,"Jewel, Brunstane and Newcraighall - 02"
330676.13,671856.9095,S01008719,2.7,416,3,67,"Jewel Park,Hunters Hall Park (JKC)",2279.724247,177608.9375,"Jewel, Brunstane and Newcraighall - 03"
331530.2721,671628.15,S01008720,2.7,416,3,22,"Jewel Park,Hunters Hall Park (JKC)",6834.134502,1158211.297,"Jewel, Brunstane and Newcraighall - 04"
331947.0885,672490.1975,S01008721,0,1,1,0,,4834.392547,827202.8908,"Jewel, Brunstane and Newcraighall - 05"
332305.895,673138.3407,S01008722,0,1,1,0,,3138.938139,366574.5124,Joppa - 01
331612.7663,672777.9035,S01008723,0,1,1,0,,1947.7159,192224.3999,Joppa - 02
331502.2716,673139.6005,S01008724,0,1,1,0,,2379.864087,231895.7413,Joppa - 03
331422.0961,673543.7605,S01008725,0,1,1,0,,1916.041029,121132.6667,Joppa - 04
331103.918,673468.0245,S01008726,0,1,1,1,Figgate Burn Park,2067.503844,112362.0415,Joppa - 05
331052.856,673744.042,S01008727,0,1,1,0,,2182.28733,157392.7128,Joppa - 06
330688.8824,673684.1425,S01008728,2.2,357,3,6,Figgate Burn Park,1226.741832,56908.65596,Portobello - 01
330411.2614,673815.896,S01008729,2.2,357,3,23,Figgate Burn Park,2591.986387,134917.5903,Portobello - 02
330692.7578,674075.2,S01008730,2.2,357,3,5,Figgate Burn Park,1971.132436,93051.3963,Portobello - 03
330482.6269,674099.4615,S01008731,2.2,357,3,5,Figgate Burn Park,1598.666089,60920.61639,Portobello - 04
330325.8277,673982.1925,S01008732,2.2,357,3,9,Figgate Burn Park,1683.988475,54563.06204,Portobello - 05
329960.6798,674650.65,S01008733,2.2,357,3,23,Figgate Burn Park,5773.233318,554353.9944,Portobello - 06
330629.1506,673355.617,S01008734,3.42,455,4,31,"Figgate Burn Park,Jewel Park",5588.11598,630340.7499,Duddingston and Portobello South - 01
330128.9815,673138,S01008735,3.42,455,4,60,"Figgate Burn Park,Jewel Park",2677.594224,223485.0148,Duddingston and Portobello South - 02
330004.2747,672547.5,S01008736,3.42,455,4,50,"Jewel Park,Figgate Burn Park",2822.51542,227953.3446,Duddingston and Portobello South - 03
329334.3811,673105.3775,S01008737,3.42,455,4,52,"Jewel Park,Meadowfield Park,Figgate Burn Park",3154.927733,213063.2281,Duddingston and Portobello South - 04
329787.2571,673223.401,S01008738,2.2,357,3,23,Figgate Burn Park,3064.982157,180435.9811,Duddingston and Portobello South - 05
329519.4606,673572.5,S01008739,2.2,357,3,23,Figgate Burn Park,1390.341473,70027.72809,Mountcastle - 01
329705.2796,673854.4995,S01008740,2.2,357,3,23,Figgate Burn Park,2358.552146,156151.501,Mountcastle - 02
329281.0229,673880.203,S01008741,2.2,357,3,22,Figgate Burn Park,2415.752746,133442.8662,Mountcastle - 03
328906.4125,674061.5,S01008742,4.34,512,4,22,"Holyrood Park,Figgate Burn Park",2896.376558,193044.0331,Mountcastle - 04
329198.3246,673311.5,S01008743,3.88,498,4,28,"Meadowfield Park,Holyrood Park,Figgate Burn Park",1795.663253,122614.441,Northfield and Piershill - 01
329027.3239,673594,S01008744,6.02,566,5,42,"Holyrood Park,Meadowfield Park,Figgate Burn Park",2069.855824,152735.8489,Northfield and Piershill - 02
328613.4491,673988.4065,S01008745,3.82,492,4,28,"Holyrood Park,Meadowfield Park",1474.149009,62400.48501,Northfield and Piershill - 03
328566.3462,674283.757,S01008746,3.82,492,4,32,"Holyrood Park,Meadowfield Park",2103.61865,99666.80295,Northfield and Piershill - 04
329652.7145,674198.3905,S01008747,2.2,357,3,8,Figgate Burn Park,1847.213138,183722.9736,Craigentinny - 01
329470.5914,674539.5,S01008748,0,1,1,0,,1804.879477,148256.0415,Craigentinny - 02
329092.6558,674959,S01008749,2.2,357,3,3,Figgate Burn Park,5324.379428,695594.5666,Craigentinny - 03
329137.4221,674493.5005,S01008750,0,1,1,0,,2090.703398,158624.3797,Craigentinny - 04
328845.96,674475.5145,S01008751,2.14,306,2,12,Holyrood Park,2079.790505,107731.0377,Restalrig (Loganlea) and Craigentinny West - 01
328782.0265,674644.693,S01008752,0,1,1,0,,1924.195787,107776.2024,Restalrig (Loganlea) and Craigentinny West - 02
328622.3075,674876.2985,S01008753,0,1,1,0,,1116.447147,54496.65484,Restalrig (Loganlea) and Craigentinny West - 03
328436.5001,674814.1895,S01008754,0,1,1,0,,1617.253506,61586.93929,Restalrig (Loganlea) and Craigentinny West - 04
328414.131,674610.103,S01008755,2.14,306,2,12,Holyrood Park,1754.526485,75490.19552,Restalrig (Loganlea) and Craigentinny West - 05
328140.0841,674785.0075,S01008756,0,1,1,0,,1672.491877,92106.10582,Restalrig and Lochend - 01
327888.171,674811.908,S01008757,0,1,1,0,,1320.048641,72866.44625,Restalrig and Lochend - 02
328361.3448,675095.219,S01008758,2.15,322,2,2,Leith Links,2364.586133,124516.9905,Restalrig and Lochend - 03
328296.2585,675271,S01008759,2.15,322,2,2,Leith Links,1444.254789,95166.23757,Restalrig and Lochend - 04
327970.4842,675234.3975,S01008760,2.15,322,2,22,Leith Links,1414.765325,84290.6108,Restalrig and Lochend - 05
327723.7514,675207.996,S01008761,2.15,322,2,12,Leith Links,1408.671866,61330.52626,Restalrig and Lochend - 06
327683.6797,675304,S01008762,2.15,322,2,35,Leith Links,1702.606666,62059.57222,Leith (Hermitage and Prospect Bank) - 01
327582.1805,675430.5,S01008763,2.15,322,2,40,Leith Links,1379.706733,57988.91147,Leith (Hermitage and Prospect Bank) - 02
327471.9816,675543,S01008764,2.15,322,2,40,Leith Links,1643.156314,60709.89245,Leith (Hermitage and Prospect Bank) - 03
327723.3592,675685.3095,S01008765,2.15,322,2,40,Leith Links,1389.737958,55499.38792,Leith (Hermitage and Prospect Bank) - 04
328006.7263,675614,S01008766,2.15,322,2,40,Leith Links,2290.730188,155550.7238,Leith (Hermitage and Prospect Bank) - 05
328276.6265,675647.6385,S01008767,2.15,322,2,9,Leith Links,1253.33713,59004.41468,Leith (Hermitage and Prospect Bank) - 06
327637.3904,676784.468,S01008768,2.15,322,2,40,Leith Links,11733.81519,2208029.881,Western Harbour and Leith Docks - 01
326459.1729,677240.1872,S01008769,2.15,322,2,4,Leith Links,4335.310079,546047.3249,Western Harbour and Leith Docks - 02
326082.8386,677534.3995,S01008770,0,1,1,0,,2978.80285,367705.7598,Western Harbour and Leith Docks - 03
325626.3826,677305.591,S01008771,0,1,1,0,,1820.841591,136482.4198,Western Harbour and Leith Docks - 04
325575.5535,676892.5395,S01008772,0,1,1,0,,1639.948956,79510.97175,North Leith and Newhaven - 01
325789.9975,676988.49,S01008773,0,1,1,0,,3216.631967,111966.3515,North Leith and Newhaven - 02
326131.7316,676730.1875,S01008774,0,1,1,0,,1936.679267,101455.6074,North Leith and Newhaven - 03
326242.6064,676526.9995,S01008775,0,1,1,0,,1878.954387,57817.93076,North Leith and Newhaven - 04
326406.4197,676564,S01008776,0,1,1,0,,1139.982991,54294.30503,North Leith and Newhaven - 05
326658.3922,676614.9835,S01008777,2.15,322,2,4,Leith Links,1802.502206,74143.52427,North Leith and Newhaven - 06
326942.6621,676589.707,S01008778,2.15,322,2,33,Leith Links,2468.369322,127572.7681,The Shore and Constitution Street - 01
327249.0382,676673.2515,S01008779,2.15,322,2,31,Leith Links,1177.328527,56114.38882,The Shore and Constitution Street - 02
327342.5273,676474.7105,S01008780,2.15,322,2,40,Leith Links,1905.418679,52763.69684,The Shore and Constitution Street - 03
327546.5671,676381.051,S01008781,2.15,322,2,40,Leith Links,1424.517674,72332.71021,The Shore and Constitution Street - 04
327256.828,676190.5,S01008782,2.15,322,2,40,Leith Links,1589.782318,66439.23425,The Shore and Constitution Street - 05
327175.8708,676324.9995,S01008783,2.15,322,2,40,Leith Links,850.1791807,20878.50013,The Shore and Constitution Street - 06
327186.4873,676413.5,S01008784,2.15,322,2,36,Leith Links,1104.361558,23898.04376,The Shore and Constitution Street - 07
327077.6979,676159,S01008785,2.15,322,2,40,Leith Links,1678.105788,71248.84954,Great Junction Street - 01
326865.7744,676147.4595,S01008786,2.15,322,2,39,Leith Links,1689.865741,56739.08765,Great Junction Street - 02
326828.7872,676273.454,S01008787,2.15,322,2,27,Leith Links,561.48147,9367.268497,Great Junction Street - 03
326715.8161,676295.5,S01008788,2.15,322,2,31,Leith Links,1390.516258,48256.32795,Great Junction Street - 04
326469.992,676207.418,S01008789,2.15,322,2,19,Leith Links,2120.17963,121483.262,Great Junction Street - 05
326779.9786,675941.5,S01008790,2.15,322,2,38,Leith Links,1647.909291,55136.10967,Great Junction Street - 06
326708.5635,675741.4925,S01008791,2.15,322,2,32,Leith Links,1890.833782,100801.9841,Great Junction Street - 07
327336.5805,675923.212,S01008792,2.15,322,2,40,Leith Links,2443.645803,219575.2496,South Leith - 01
327030.9903,675778.5,S01008793,2.15,322,2,40,Leith Links,1207.785168,43831.72744,South Leith - 02
327240.9853,675435.5,S01008794,2.15,322,2,40,Leith Links,2121.960255,123059.0077,South Leith - 03
327035.0602,675381.008,S01008795,2.15,322,2,38,Leith Links,1247.304704,45488.02493,South Leith - 04
